pub_id,first_author,year_of_publication,title_of_article,outcome_num,paper_section,sample_code,task_name,task_type,domain_frame,incentivization,total_n,young_total_n,middle_total_n,old_total_n,n_female,young_n_female,middle_n_female,old_n_female,n_male,young_n_male,middle_n_male,old_n_male,prop_female,young_prop_female,middle_prop_female,old_prop_female,prop_male,young_prop_male,middle_prop_male,old_prop_male,mean_age,young_mean_age,middle_mean_age,old_mean_age,age_min,young_age_min,middle_age_min,old_age_min,age_max,young_age_max,middle_age_max,old_age_max,sd_age,young_sd_age,middle_sd_age,old_sd_age,se_age,young_se_age,middle_se_age,old_se_age,dv_units,dv_description,dv_correlation,dv_young_mean,dv_young_sd,dv_young_se,dv_middle_mean,dv_middle_sd,dv_middle_se,dv_old_mean,dv_old_sd,dv_old_se,dv_name_of_other_stats_output,dv_other_stats_output,dv_summary_stats_in_figure,dv_type_of_comparison,source_of_outcome
54,Weller,2011,Trajectory of Risky Decision Making for Potential Gains and Losses From Ages 5 to 85,2,Single,Sample 1,Cups Task,description,gain,unknown,419,358,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,44,65,NA,22,64,85,NA,NA,NA,NA,NA,NA,NA,NA,Number risky choices,Proportion of risky choices in the gain-Risk Disadvantageous trials,NA,0.47574931880108995,0.23199998822318899,0.012261580381471404,0.3555858310626704,0.3064512134415683,0.03923705722070836,0.40708446866485015,0.34475761512176584,0.0441416893732971,NA,NA,Figure 2A,extreme group (m + sd),figure
54,Weller,2011,Trajectory of Risky Decision Making for Potential Gains and Losses From Ages 5 to 85,3,Single,Sample 1,Cups Task,description,loss,unknown,419,358,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,44,65,NA,22,64,85,NA,NA,NA,NA,NA,NA,NA,NA,Number risky choices,Proportion of risky choices in the loss-Risk Advantageous trials,NA,0.7643835616438357,0.27992546524244394,0.014794520547945167,0.8235616438356165,0.2696140984011608,0.034520547945205426,0.7323287671232876,0.3273885480585532,0.04191780821917812,NA,NA,Figure 2B,extreme group (m + sd),figure
54,Weller,2011,Trajectory of Risky Decision Making for Potential Gains and Losses From Ages 5 to 85,4,Single,Sample 1,Cups Task,description,loss,unknown,419,358,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,44,65,NA,22,64,85,NA,NA,NA,NA,NA,NA,NA,NA,Number risky choices,Proportion of risky choices in the loss-Risk Disadvantageous trials,NA,0.5843835616438358,0.2799254652424419,0.014794520547945056,0.4980821917808219,0.34664669794435093,0.04438356164383572,0.5572602739726027,0.3659048478301487,0.046849315068493325,NA,NA,Figure 2B,extreme group (m + sd),figure
1,Thrailkill,2022,Loss aversion and risk for cigarette smoking and other substance use,1,single,Sample 1,Mixed Gambles,description,mixed,hypothetical,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5167464114832536,NA,NA,NA,NA,NA,NA,NA,35.28887559808612,NA,NA,NA,18.25,NA,NA,NA,54.75,NA,NA,NA,8.859663590708296,NA,NA,NA,NA,NA,NA,NA,Risky choice,Mean of all 3 gamble acceptance proportions,0.016456183721291092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
3,Seaman,2016,Adult age differences in decision making across domains: Increased discounting of social and health-related rewards,1,Single,Sample 1,Probability Discounting Task,description,gain,hypothetical,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5978260869565217,NA,NA,NA,NA,NA,NA,NA,49.66304347826087,NA,NA,NA,22,NA,NA,NA,83,NA,NA,NA,18.011154769474302,NA,NA,NA,NA,NA,NA,NA,Discounting rate,Probability discount parameter k,0.08384550998450828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
7,Rodrigues,2022,Never mind losing the pound... still got the penny! The influence of trait greed on risky decision behavior in a mixed and gain only BART,1,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5142857142857142,NA,NA,NA,NA,NA,NA,NA,35.75238095238095,NA,NA,NA,19,NA,NA,NA,71,NA,NA,NA,11.915391591406335,NA,NA,NA,NA,NA,NA,NA,Adjusted Pumps,Average number of unexploded balloon inflations in the gain trials,-0.06616091813721513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
7,Rodrigues,2022,Never mind losing the pound... still got the penny! The influence of trait greed on risky decision behavior in a mixed and gain only BART,2,Single,Sample 1,Balloon Analogue Risk Task,experience,mixed,incentivized,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5142857142857142,NA,NA,NA,NA,NA,NA,NA,35.75238095238095,NA,NA,NA,19,NA,NA,NA,71,NA,NA,NA,11.915391591406335,NA,NA,NA,NA,NA,NA,NA,Adjusted Pumps,Average number of unexploded balloon inflations in the mixed trials,-0.008926329162479879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
7,Rodrigues,2022,Never mind losing the pound... still got the penny! The influence of trait greed on risky decision behavior in a mixed and gain only BART,3,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5142857142857142,NA,NA,NA,NA,NA,NA,NA,35.75238095238095,NA,NA,NA,19,NA,NA,NA,71,NA,NA,NA,11.915391591406335,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of exploded balloons in the gain trials,0.09925196922413279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
7,Rodrigues,2022,Never mind losing the pound... still got the penny! The influence of trait greed on risky decision behavior in a mixed and gain only BART,4,Single,Sample 1,Balloon Analogue Risk Task,experience,mixed,incentivized,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5142857142857142,NA,NA,NA,NA,NA,NA,NA,35.75238095238095,NA,NA,NA,19,NA,NA,NA,71,NA,NA,NA,11.915391591406335,NA,NA,NA,NA,NA,NA,NA,Explosions,Number of exploded balloons in the mixed trials,0.05908386471845163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data,age continuous,raw data
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,1,Single,Sample 1,Decision Task,description,gain,incentivized,141,70,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4714285714285714,NA,0.5633802816901409,NA,NA,NA,NA,48.148936170212764,25.642857142857142,NA,70.33802816901408,19,19,NA,60,83,35,NA,83,22.95957197529505,4.64394795276516,NA,5.206983393130616,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay All Gains trials.",-0.02883478635845923,0.4342857142857143,0.1055636552048433,NA,NA,NA,NA,0.4236619718309859,0.10222160013030121,NA,NA,NA,Raw data,both,raw data
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,2,Single,Sample 2,Decision Task,description,gain,incentivized,145,77,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4935064935064935,NA,0.5735294117647058,NA,NA,NA,NA,46.144827586206894,25.09090909090909,NA,69.98529411764706,18,18,NA,60,89,36,NA,89,23.044335080673186,4.690925781654962,NA,5.486734741279089,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay One Gains trials",0.1840576335757263,0.4233766233766234,0.08617012532760243,NA,NA,NA,NA,0.4611764705882353,0.09562878183745488,NA,NA,NA,Raw data,both,raw data
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,3,Single,Sample 1,Decision Task,description,mixed,incentivized,141,70,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4714285714285714,NA,0.5633802816901409,NA,NA,NA,NA,48.148936170212764,25.642857142857142,NA,70.33802816901408,19,19,NA,60,83,35,NA,83,22.95957197529505,4.64394795276516,NA,5.206983393130616,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay All Mixed trials",-0.2062674668322286,0.556,0.09919092992663264,NA,NA,NA,NA,0.5216901408450705,0.07602604657978283,NA,NA,NA,Raw data,both,raw data
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,4,Single,Sample 2,Decision Task,description,mixed,incentivized,145,77,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4935064935064935,NA,0.5735294117647058,NA,NA,NA,NA,46.144827586206894,25.09090909090909,NA,69.98529411764706,18,18,NA,60,89,36,NA,89,23.044335080673186,4.690925781654962,NA,5.486734741279089,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay One Mixed trials",0.025974751284046416,0.5184415584415585,0.09785952519414506,NA,NA,NA,NA,0.5241176470588236,0.09301316379500892,NA,NA,NA,Raw data,both,raw data
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,5,Single,Sample 1,Decision Task,description,loss,incentivized,141,70,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4714285714285714,NA,0.5633802816901409,NA,NA,NA,NA,48.148936170212764,25.642857142857142,NA,70.33802816901408,19,19,NA,60,83,35,NA,83,22.95957197529505,4.64394795276516,NA,5.206983393130616,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay All Loss trials",-0.12969050551837663,0.50080952381,0.1179104653824655,NA,NA,NA,NA,0.47267605633802817,0.10760984748457701,NA,NA,NA,Raw data,both,raw data
8,Horn,2022,Pay One or Pay All? The Role of Incentive Schemes in Decision Making Across Adulthood,6,Single,Sample 2,Decision Task,description,loss,incentivized,145,77,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4935064935064935,NA,0.5735294117647058,NA,NA,NA,NA,46.144827586206894,25.09090909090909,NA,69.98529411764706,18,18,NA,60,89,36,NA,89,23.044335080673186,4.690925781654962,NA,5.486734741279089,NA,NA,NA,NA,Risky choice,"Proportion risky choice (lottery option with the higher
coefficient of variation) for Pay One Loss trials",-0.089717424692315,0.4796753246753247,0.10268865072820872,NA,NA,NA,NA,0.46,0.09233294717666257,NA,NA,NA,Raw data,both,raw data
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,1,Single,Sample 1,Decisions From Description,description,gain,incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,0.527292576419214,NA,NA,NA,NA,NA,NA,NA,49.63209606986899,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.187517979276286,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (defined as a choice of the option with the objectively higher variance). Trials with 2 options,0.031837471198894296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,age continuous,raw data
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,2,Single,Sample 1,Decisions From Description,description,gain,incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,0.527292576419214,NA,NA,NA,NA,NA,NA,NA,49.63209606986899,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.187517979276286,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (one of the two choice options with higher variance). Trials with 4 options,-0.04714928501407192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,age continuous,raw data
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,3,Single,Sample 1,Decisions From Experience,experience,gain,incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,0.527292576419214,NA,NA,NA,NA,NA,NA,NA,49.63209606986899,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.187517979276286,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (defined as a choice of the option with the objectively higher variance). Trials with 2 options,0.03842810070074051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,age continuous,raw data
13,Frey,2021,Identifying Robust Correlates of Risk Preference: A Systematic Approach Using Specification Curve Analysis,4,Single,Sample 1,Decisions From Experience,experience,gain,incentivized,916,NA,NA,NA,483,NA,NA,NA,433,NA,NA,NA,0.527292576419214,NA,NA,NA,NA,NA,NA,NA,49.63209606986899,NA,NA,NA,17,NA,NA,NA,89,NA,NA,NA,18.187517979276286,NA,NA,NA,NA,NA,NA,NA,proportion of risky choice,Proportions of risky choices (one of the two choice options with higher variance). Trials with 4 options,-0.02872967739985707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raw data available on OSF: https://osf.io/b2fej/,age continuous,raw data
14,Gaechter,2022,Individual-level loss aversion in riskless and risky choices,1,Study 2,Sample 1,The Lottery Choice Task,description,mixed,unknown,45,22,97,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18181818181818182,0.20618556701030927,0.43478260869565216,0.752,NA,NA,NA,NA,NA,NA,NA,NA,18,35,65,NA,24,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Point when participants switch between the accepting the risky option to the safe option.,NA,5.545454545454546,1.5954480704349312,NA,4.546391752577319,1.5139670471748292,NA,3.1739130434782608,1.4663552190579532,NA,NA,NA,Figure 5 + raw data available on OSF : https://osf.io/bknc3,extreme group (m + sd),raw data
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,1,Single,Sample 1,Gambling Task,description,mixed,hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49803149606299213,NA,NA,NA,NA,NA,NA,NA,49.618110236220474,NA,NA,NA,21,NA,NA,NA,82,NA,NA,NA,17.017679250492314,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of trials where the gamble was accepted within the positively skewed condition,0.09901944819084563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,age continuous,raw data
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,2,Single,Sample 1,Gambling Task,description,mixed,hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49803149606299213,NA,NA,NA,NA,NA,NA,NA,49.618110236220474,NA,NA,NA,21,NA,NA,NA,82,NA,NA,NA,17.017679250492314,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of trials where the gamble was accepted within the negatively skewed condition,0.05934302318824023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,age continuous,raw data
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,3,Single,Sample 1,Gambling Task,description,mixed,hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49803149606299213,NA,NA,NA,NA,NA,NA,NA,49.618110236220474,NA,NA,NA,21,NA,NA,NA,82,NA,NA,NA,17.017679250492314,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of trials where the gamble was accepted within the symmetric condition,-0.0522020794340522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,age continuous,raw data
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,4,Single,Sample 1,Gambling Task,description,gain,hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49803149606299213,NA,NA,NA,NA,NA,NA,NA,49.618110236220474,NA,NA,NA,21,NA,NA,NA,82,NA,NA,NA,17.017679250492314,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of gain gambles (symmetric or skewed) accepted,0.02512739110588548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,age continuous,raw data
20,Seaman,2018,Individual Differences in Loss Aversion and Preferences for Skewed Risks Across Adulthood,5,Single,Sample 1,Gambling Task,description,loss,hypothetical,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49803149606299213,NA,NA,NA,NA,NA,NA,NA,49.618110236220474,NA,NA,NA,21,NA,NA,NA,82,NA,NA,NA,17.017679250492314,NA,NA,NA,NA,NA,NA,NA,Proportion risky,Proportion of loss gambles (symmetric or skewed) accepted,0.05991221027277497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available on OSF: https://osf.io/rm2we/,age continuous,raw data
21,Pachur,2017,"Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk",1,Single,Sample 1,Choice Problems,description,gain,incentivized,120,60,NA,60,NA,46,NA,31,NA,14,NA,29,NA,0.7666666666666667,NA,0.5166666666666667,NA,NA,NA,NA,47.36666666666667,23.55,NA,71.18333333333334,18,18,NA,63,88,30,NA,88,24.43029299223148,3.0941442780774335,NA,6.3659360068208235,NA,NA,NA,NA,Risky choice,Proportion of trials the option with the higher coefficient of variation was chosen. Gain condition,0.3238166248415681,0.39166666666666666,0.09051016735969626,NA,NA,NA,NA,0.4708333333333333,0.14859273959345054,NA,NA,NA,Figure 1 + raw data at https://osf.io/35pf6/,both,raw data
21,Pachur,2017,"Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk",2,Single,Sample 1,Choice Problems,description,loss,incentivized,120,60,NA,60,NA,46,NA,31,NA,14,NA,29,NA,0.7666666666666667,NA,0.5166666666666667,NA,NA,NA,NA,47.36666666666667,23.55,NA,71.18333333333334,18,18,NA,63,88,30,NA,88,24.43029299223148,3.0941442780774335,NA,6.3659360068208235,NA,NA,NA,NA,Risky choice,Proportion of trials the option with the higher coefficient of variation was chosen. Loss condition,-0.1688678419808004,0.5188888888888888,0.10600903679396241,NA,NA,NA,NA,0.4861111111111111,0.09313369825233471,NA,NA,NA,Figure 1 + raw data at https://osf.io/35pf6/,both,raw data
21,Pachur,2017,"Who Dares, Who Errs? Disentangling Cognitive and Motivational Roots of Age Differences in Decisions Under Risk",3,Single,Sample 1,Choice Problems,description,mixed,incentivized,120,60,NA,60,NA,46,NA,31,NA,14,NA,29,NA,0.7666666666666667,NA,0.5166666666666667,NA,NA,NA,NA,47.36666666666667,23.55,NA,71.18333333333334,18,18,NA,63,88,30,NA,88,24.43029299223148,3.0941442780774335,NA,6.3659360068208235,NA,NA,NA,NA,Risky choice,Proportion of trials the option with the higher coefficient of variation was chosen. Mixed condition,0.24393326196985401,0.4595959595959596,0.12364868296513395,NA,NA,NA,NA,0.5262626262626262,0.142349002262245,NA,NA,NA,Figure 1 + raw data at https://osf.io/35pf6/,both,raw data
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,1,Single,Sample 1,Holt And Laury Task,description,gain,hypothetical,65,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,0.5517241379310345,NA,0.4166666666666667,NA,NA,NA,NA,49.47692307692308,23.82758620689655,NA,70.13888888888889,20,20,NA,61,82,29,NA,82,23.784913608937394,2.6601418533234193,NA,6.676837479687426,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Hypothetical Low condition,0.1340546653815969,0.46551724137931033,0.1950748245984556,0.04,NA,NA,NA,0.5361111111111111,0.18229141156444734,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,both,raw data
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,2,Single,Sample 1,Holt And Laury Task,description,gain,hypothetical,65,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,0.5517241379310345,NA,0.4166666666666667,NA,NA,NA,NA,49.47692307692308,23.82758620689655,NA,70.13888888888889,20,20,NA,61,82,29,NA,82,23.784913608937394,2.6601418533234193,NA,6.676837479687426,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Hypothetical High condition,0.20793136954606362,0.4068965517241379,0.14863914712858553,0.03,NA,NA,NA,0.48055555555555557,0.17041033577715448,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,both,raw data
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,3,Single,Sample 1,Holt And Laury Task,description,gain,incentivized,65,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,0.5517241379310345,NA,0.4166666666666667,NA,NA,NA,NA,49.47692307692308,23.82758620689655,NA,70.13888888888889,20,20,NA,61,82,29,NA,82,23.784913608937394,2.6601418533234193,NA,6.676837479687426,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Real Low condition,0.13081210466795665,0.4517241379310345,0.19387162478442202,0.04,NA,NA,NA,0.5166666666666667,0.19048809486609466,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,both,raw data
24,Horn,2022,Adult age differences in monetary decisions with real and hypothetical reward,4,Single,Sample 1,Holt And Laury Task,description,gain,incentivized,65,29,NA,36,NA,16,NA,15,NA,13,NA,19,NA,0.5517241379310345,NA,0.4166666666666667,NA,NA,NA,NA,49.47692307692308,23.82758620689655,NA,70.13888888888889,20,20,NA,61,82,29,NA,82,23.784913608937394,2.6601418533234193,NA,6.676837479687426,NA,0.49,NA,1.11,Risky choice,Proportion of risky choices in the Real High condition,0.28542548431056763,0.3275862068965517,0.13600565041869697,NA,NA,NA,NA,0.4388888888888889,0.20462897124555915,0.03,NA,NA,raw data available on OSF https://osf.io/rg7tk/,both,raw data
32,Rutledge,2016,Risk Taking for Potential Reward Decreases across the Lifespan,1,Single,Sample 1,Gamble Task,description,gain,hypothetical,14399,12168,7595,2231,NA,NA,NA,NA,11951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,40,60,NA,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Proportion of risky gambles chosen in gain trials,NA,0.7347438885900424,0.24227980033405652,NA,0.6959470625004489,0.25836853180004954,NA,0.6374230878937288,0.29752525952194064,NA,NA,NA,Raw data,extreme group (m + sd),raw data
32,Rutledge,2016,Risk Taking for Potential Reward Decreases across the Lifespan,2,Single,Sample 1,Gamble Task,description,loss,hypothetical,14399,12168,7595,2231,NA,NA,NA,NA,11951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,40,60,NA,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Proportion of risky gambles chosen in loss trials,NA,0.5537774191620345,0.2909323593117329,NA,0.5510514933576658,0.292332082605058,NA,0.5730410333727232,0.3097901219692022,NA,NA,NA,Raw data,extreme group (m + sd),raw data
32,Rutledge,2016,Risk Taking for Potential Reward Decreases across the Lifespan,3,Single,Sample 1,Gamble Task,description,mixed,hypothetical,14399,12168,7595,2231,NA,NA,NA,NA,11951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,40,60,NA,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risky choice,Proportion of risky gambles chosen in mixed trials,NA,0.6684746877054569,0.257660139424647,NA,0.669357069469691,0.2584064569498438,NA,0.6902173913043478,0.2673714598884439,NA,NA,NA,Raw data,extreme group (m + sd),raw data
39,Zilker,2021,"Does option complexity contribute to the framing effect, loss aversion, and delay discounting in younger and older adults?",1,Single,Sample 1,Loss Aversion Task,description,mixed,incentivized,158,80,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4875,NA,0.48717948717948717,NA,NA,NA,NA,47.050632911392405,23.875,NA,70.82051282051282,18,18,NA,61,77,28,NA,77,23.755870201354934,2.3350656619396424,NA,3.8333586702314584,NA,NA,NA,NA,Risky choices,Proportion of Higher SD  choices in Simple Safe trials,0.009060482970428848,0.5589285714285714,0.3093261064712538,NA,NA,NA,NA,0.5604395604395604,0.3154887001800274,NA,NA,NA,data available on osf: https://osf.io/bj2tv/,both,raw data
39,Zilker,2021,"Does option complexity contribute to the framing effect, loss aversion, and delay discounting in younger and older adults?",2,Single,Sample 1,Loss Aversion Task,description,mixed,incentivized,158,80,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4875,NA,0.48717948717948717,NA,NA,NA,NA,47.050632911392405,23.875,NA,70.82051282051282,18,18,NA,61,77,28,NA,77,23.755870201354934,2.3350656619396424,NA,3.8333586702314584,NA,NA,NA,NA,Risky choices,Proportion of Higher SD  choices in Complex Safe trials,-0.008273659399917989,0.5821428571428571,0.32606164657165976,NA,NA,NA,NA,0.5787545787545787,0.30009931733291545,NA,NA,NA,data available on osf: https://osf.io/bj2tv/,both,raw data
39,Zilker,2021,"Does option complexity contribute to the framing effect, loss aversion, and delay discounting in younger and older adults?",3,Single,Sample 1,Loss Aversion Task,description,mixed,incentivized,158,80,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4875,NA,0.48717948717948717,NA,NA,NA,NA,47.050632911392405,23.875,NA,70.82051282051282,18,18,NA,61,77,28,NA,77,23.755870201354934,2.3350656619396424,NA,3.8333586702314584,NA,NA,NA,NA,Risky choices,Proportion of Higher SD  choices in Risky trials,0.107798860619012,0.4089285714285714,0.1358949972267108,NA,NA,NA,NA,0.43772893772893773,0.14440670470411146,NA,NA,NA,data available on osf: https://osf.io/bj2tv/,both,raw data
49,Mamerow,2016,Risk Taking Across the Life Span: A Comparison of Self-Report and Behavioral Measures of Risk Taking,1,Single,Sample 1,Description-Based   Gambles Task,description,gain,incentivized,902,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,0.45454545454545453,NA,NA,NA,NA,NA,NA,NA,47.36474501108648,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,17.389479734276243,NA,NA,NA,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices for equal EV trials,-0.05871428201517853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available  on OSF https://osf.io/x86hd/,age continuous,raw data
49,Mamerow,2016,Risk Taking Across the Life Span: A Comparison of Self-Report and Behavioral Measures of Risk Taking,2,Single,Sample 1,Description-Based   Gambles Task,description,gain,incentivized,902,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,0.45454545454545453,NA,NA,NA,NA,NA,NA,NA,47.36474501108648,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,17.389479734276243,NA,NA,NA,NA,NA,NA,NA,Proportion risky choice,Proportion of risky choices for unequal EV trials,0.09832898609260884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available  on OSF https://osf.io/x86hd/,age continuous,raw data
49,Mamerow,2016,Risk Taking Across the Life Span: A Comparison of Self-Report and Behavioral Measures of Risk Taking,3,Single,Sample 1,Balloon Analogue Risk Task,experience,gain,incentivized,895,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,0.45363128491620114,NA,NA,NA,NA,NA,NA,NA,47.357541899441344,NA,NA,NA,18,NA,NA,NA,90,NA,NA,NA,17.383282442978654,NA,NA,NA,NA,NA,NA,NA,Pumps,Average number of pumps for low capacity balloons,-0.031509339115327856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raw data available  on OSF https://osf.io/x86hd/,age continuous,raw data
